户型,信息,房名,地址,描述
3室1厅1卫,"['54.45㎡', '东南', '高层(共7层)', '1995年建造']",四道街1号院,青羊八宝街四道街1号,"['东南', '满五年', '近地铁']"
3室2厅2卫,"['104.56㎡', '南北', '高层(共15层)', '2015年建造']",大成郡,"双流航空港大件路文星段156号,星月路69号","['南北', '满五年']"
2室2厅1卫,"['85.86㎡', '南', '中层(共14层)', '2013年建造']",金沙御苑,金牛一品天下黄苑街117号,"['南', '满五年', '近地铁']"
3室1厅1卫,"['84.8㎡', '南', '中层(共34层)', '2014年建造']",中港悦蓉府,锦江琉璃厂锦华路255号,"['南', '房东直卖', '有电梯', '近地铁']"
3室2厅1卫,"['83.7㎡', '西南', '中层(共16层)', '2014年建造']",蓝润棠湖春天,双流航空港福通路99号,"['西南', '满二年']"
4室2厅2卫,"['127㎡', '北', '中层(共39层)', '2013年建造']",世豪广场天府豪庭,高新区大源荣华南路398号,"['北', '房东直卖', '满五年', '近地铁']"
4室2厅2卫,"['134.67㎡', '西北', '中层(共34层)', '2019年建造']",保利拉斐云邸,新都三河叠秀路1099号,"['经纪人力荐', '西北', '满二年']"
3室2厅1卫,"['83㎡', '南北', '中层(共33层)', '2008年建造']",锦绣东方(一期成华),成华万年场杉板桥南一路163号,"['南北', '有电梯', '近地铁']"
2室2厅1卫,"['81.94㎡', '西南', '低层(共26层)', '2014年建造']",军安卫士花园,高新区中和中和二街66号,"['西南', '满五年', '近地铁', '车位充足']"
4室2厅3卫,"['133.87㎡', '南北', '低层(共6层)', '2020年建造']",南阳锦城(3期),"天府新区华阳南湖路143号,正东中街188号","['南北', '满二年', '近地铁', '绿化率高']"
3室2厅2卫,"['107㎡', '南', '中层(共11层)', '2022年建造']",万科润园,新都大丰临河街366号,"['南', '有电梯', '近地铁', '车位充足']"
3室2厅2卫,"['90.69㎡', '南', '高层(共32层)', '2019年建造']",中冶中央公园,郫都郫筒梨园路一段708号,"['南', '满二年', '近地铁', '户型方正']"
3室2厅1卫,"['87.06㎡', '南', '低层(共26层)', '2003年建造']",皇城公寓,青羊天府广场人民南路一段97号,"['南', '南北通透', '优势户型', '公摊小']"
3室2厅1卫,"['84.93㎡', '西', '中层(共44层)', '2015年建造']",天府逸家三期,"龙泉驿大面金枫路128号,金槐街58号","['西', '满二年']"
3室2厅1卫,"['97.95㎡', '南', '中层(共25层)', '2015年建造']",成都后花园3期,郫都犀浦国宁东路1019号,"['南', '唯一住房', '近地铁', '车位充足']"
3室1厅2卫,"['81.63㎡', '南', '低层(共24层)', '2017年建造']",鼎犀名城,"郫都犀浦国宁东路666号,万福路516号","['南', '唯一住房', '近地铁', '绿化率高']"
4室2厅2卫,"['88.99㎡', '南北', '低层(共24层)', '2021年建造']",中海兰庭,高新区大源盛邦街333号,"['南北', '满二年', '近地铁', '次新房']"
3室2厅2卫,"['92.2㎡', '东南', '低层(共17层)', '2012年建造']",橙郡三期,高新西区中海国际碧林街99号,"['东南', '满五年', '近地铁']"
2室2厅1卫,"['66.14㎡', '东', '中层(共30层)', '2011年建造']",万科金色海蓉(一期),武侯科华路高阳路62号,"['东', '近地铁', '车位充足']"
2室1厅1卫,"['77.92㎡', '南', '高层(共31层)', '2007年建造']",天府长城图南多,高新区天府长城天顺路222号,"['南', '房东直卖', '满五年', '近地铁']"
3室2厅2卫,"['127.56㎡', '南', '高层(共40层)', '2018年建造']",中国铁建北湖国际城溪檀,成华龙潭寺湖秀二路8号,"['南', '满二年']"
3室2厅2卫,"['137.52㎡', '东西', '低层(共25层)', '2010年建造']",四季豪廷,"郫都郫筒科化一路31号,龙腾二路27号","['东西', '满五年', '近地铁']"
3室2厅1卫,"['93.66㎡', '南北', '高层(共29层)', '2015年建造']",洲际银海湾,温江光华大道江浦路888号,"['南北', '满五年', '近地铁', '绿化率高']"
3室2厅2卫,"['116.79㎡', '东南', '高层(共18层)', '2021年建造']",保利熙园,"郫都郫筒中信大道三段114号,何公路120号","['东南', 'VIP房东直卖', '满五年', '近地铁']"
2室2厅1卫,"['78.85㎡', '西南', '高层(共33层)', '2018年建造']",恒大天府半岛(二期),天府新区麓湖生态城天府大道2716号,"['西南', '满五年', '近地铁', '车位充足']"
3室2厅2卫,"['108.66㎡', '南北', '中层(共6层)', '2009年建造']",万科双水岸,新都新都新城区毗河东路6号,"['经纪人力荐', '南北', '配套成熟', '公摊小']"
3室2厅2卫,"['92.32㎡', '南北', '高层(共17层)', '2007年建造']",橙郡三期,高新西区中海国际碧林街99号,"['南北', '有电梯', '近地铁']"
3室2厅2卫,"['110㎡', '东', '低层(共33层)', '2019年建造']",中海锦江城云熙1期,天府新区锦江生态带瑞林北巷399号,"['东', '满二年', '近地铁']"
3室2厅2卫,"['90.43㎡', '南', '高层(共32层)', '2010年建造']",中铁西子香荷,青羊内光华琼楼路99号,"['南', '唯一住房', '近地铁']"
3室2厅2卫,"['106㎡', '南北', '高层(共27层)', '2014年建造']",博海城一期,"新都新都新城区博海路2号,博海支路29号","['南北', '近地铁']"
3室1厅2卫,"['97.3㎡', '南', '中层(共26层)', '2016年建造']",中信城左岸,天府新区南湖美岸路一段66号,"['南', '满五年', '近地铁', '车位充足']"
4室2厅3卫,"['165.85㎡', '西南', '高层(共9层)', '2021年建造']",人居柏云庭,郫都郫筒顺河路966号,"['西南', '满二年', '近地铁', '绿化率高']"
3室2厅2卫,"['90㎡', '南', '高层(共32层)', '2019年建造']",中冶中央公园,郫都郫筒梨园路一段708号,"['南', '满二年', '近地铁', '户型方正']"
3室2厅2卫,"['106㎡', '南北', '高层(共25层)', '2018年建造']",凯德世纪名邸东庭,"高新区大源盛安街888号,天府一街1333号,南华路1988号","['南北', '满五年', '近地铁']"
3室2厅2卫,"['95.17㎡', '北', '中层(共31层)', '2018年建造']",保利学府城(1期),金牛国宾金谷三路306号,"['北', '满二年', '近地铁', '车位充足']"
3室2厅1卫,"['80.94㎡', '东北', '低层(共31层)', '2016年建造']",佳年华新生活(A区),温江光华大道江安路519号,"['东北', '满二年', '近地铁', '绿化率高']"
3室2厅1卫,"['94.69㎡', '西', '高层(共26层)', '2018年建造']",蓝光花满庭三期(南区),新都大丰太平碑路100号,"['西', '满五年', '近地铁', '车位充足']"
3室2厅1卫,"['91.12㎡', '南', '共5层', '2004年建造']",天府香城,"新都石油大学蜀龙大道中段1030号,静安路16号","['南', '满五年', '近地铁', '绿化率高']"
3室2厅2卫,"['112.1㎡', '西', '低层(共32层)', '2020年建造']",中南海棠集,金牛天回镇天泽路383号,"['西', '满二年', '近地铁', '车位充足']"
3室2厅2卫,"['118㎡', '西南', '低层(共33层)', '2017年建造']",中海右岸(一期),双流华府剑南大道南段2688号,"['西南', '满二年', '近地铁', '车位充足']"
3室2厅1卫,"['85㎡', '南', '中层(共18层)', '2012年建造']",花样年美岸,高新区美年广场天府大道中段1388号,"['南', '房东直卖', '满五年', '近地铁']"
3室2厅0卫,"['89.29㎡', '南', '中层(共30层)', '2015年建造']",卓锦城6期紫郡,"锦江三圣乡国香街780号,国香街666号","['南', '满五年', '近地铁', '多人关注']"
3室2厅1卫,"['83㎡', '南', '中层(共34层)', '2013年建造']",北京城建龙樾湾,双流东升镇银河路160号,"['南', '满五年', '车位充足']"
3室2厅2卫,"['105.07㎡', '南', '高层(共34层)', '2013年建造']",美城悦荣府(东区),天府新区华阳剑南大道南段333号,"['南', '满五年', '近地铁', '绿化率高']"
3室2厅1卫,"['89㎡', '南', '中层(共40层)', '2017年建造']",中粮鸿云,锦江攀成钢汇源北路333号,"['南', '满二年', '近地铁', '车位充足']"
3室2厅2卫,"['88.87㎡', '南北', '高层(共26层)', '2018年建造']",千禧河畔A区,温江温江城区江安路199号,"['南北', '满五年', '近地铁', '绿化率高']"
3室2厅2卫,"['91㎡', '南', '高层(共21层)', '2016年建造']",万科第五城三期,双流蛟龙港康家堰路二段306号,"['南', '近地铁']"
4室2厅2卫,"['118.16㎡', '西南', '中层(共33层)', '2008年建造']",顶峰水岸汇景一期,"金牛营门口花照壁下横街48号,茶店子路1号","['西南', '房东直卖', '满五年', '近地铁']"
3室2厅2卫,"['110.35㎡', '南北', '高层(共32层)', '2020年建造']",南湖世纪,天府新区南湖南湖北路121号,"['南北', '近地铁', '次新房']"
3室2厅2卫,"['104㎡', '东', '低层(共33层)', '2018年建造']",广汇御园(一期),天府新区西博城隆丰街1208号,"['东', '南北通透', '满五', '房东急售']"
3室2厅1卫,"['92㎡', '东北', '低层(共16层)', '2013年建造']",澜溪郡,郫都安靖东风路69号,['东北']
2室2厅1卫,"['87.24㎡', '东南', '高层(共32层)', '2010年建造']",万科魅力之城(四期),成华成渝立交万科路4号,"['东南', '满五年', '近地铁', '绿化率高']"
4室2厅2卫,"['191.6㎡', '南北', '高层(共12层)', '2011年建造']",恒大城,温江南熏大道凤溪大道南段555号,"['南北', '满五年', '近地铁']"
3室2厅2卫,"['108.65㎡', '南', '中层(共33层)', '2014年建造']",优品尚东三期,成华火车东站槐柳一路88号,"['南', '满五年', '近地铁', '绿化率高']"
2室2厅1卫,"['80.94㎡', '南', '高层(共34层)', '2015年建造']",中国水电云立方,龙泉驿大面龙城大道816号,"['南', '热门小区', '近地铁', '南北通透']"
3室2厅2卫,"['90.41㎡', '西', '高层(共24层)', '2019年建造']",万科第五城四期,双流蛟龙港康家宴路二段188号,"['西', '满二年', '近地铁', '车位充足']"
3室2厅1卫,"['91.88㎡', '南', '中层(共32层)', '2017年建造']",中洲锦城湖岸,高新区大源天府一街616号,"['南', '热门小区', '房东急售', '随时可看']"
4室2厅3卫,"['93.6㎡', '南', '低层(共21层)', '2023年建造']",凯德世纪名邸西庭,高新区大源天府一街1339号,"['南', '满二年', '近地铁', '次新房']"
3室1厅2卫,"['89.45㎡', '南', '低层(共31层)', '2009年建造']",上东锦城B区,锦江川师静祥路46号,"['南', '满五年', '近地铁']"
3室2厅2卫,"['93.5㎡', '南', '中层(共34层)', '2019年建造']",佳兆业悦府,青白江文体中心凤祥大道699号,"['南', '房东直卖', '满二年', '户型方正']"
3室2厅2卫,"['90.14㎡', '西', '低层(共31层)', '2017年建造']",保利爱尚里,新都大丰诚信路456号,"['西', '车位充足', '采光较好']"
3室2厅1卫,"['90.51㎡', '南', '低层(共31层)', '2021年建造']",天鹅湖北苑,"高新区世纪城世纪城路996号,天府大道中段177号","['南', '满二年', '近地铁', '绿化率高']"
3室2厅1卫,"['87.68㎡', '东南', '低层(共33层)', '2015年建造']",桂湖名城,"新都新都老城区电子路中段144号,励志路一段68号","['东南', '满二年', '近地铁', '户型方正']"
3室2厅2卫,"['132.56㎡', '西南', '中层(共6层)', '2007年建造']",美茵河谷,温江光华大道同兴东路398号,"['西南', '满五年', '近地铁', '绿化率高']"
3室2厅1卫,"['91.1㎡', '东', '中层(共32层)', '2018年建造']",中洲锦城湖岸,高新区大源天府一街616号,"['东', '满二年', '近地铁', '户型方正']"
3室2厅2卫,"['107.02㎡', '西南', '中层(共33层)', '2018年建造']",保利大都汇君汇,"新都大丰北星大道一段,大成路南段99号","['西南', '满二年', '近地铁', '车位充足']"
2室2厅1卫,"['86.38㎡', '南', '低层(共34层)', '2016年建造']",高盛公馆,高新区金融城蜀锦路88号,"['南', '满五年', '近地铁', '车位充足']"
2室1厅1卫,"['74.82㎡', '西北', '高层(共33层)', '2015年建造']",绿地468公馆三期,锦江三圣乡芙蓉西路707号,"['西北', '唯一住房', '近地铁', '车位充足']"
3室2厅2卫,"['92.76㎡', '东南', '中层(共34层)', '2020年建造']",万科时光润园,"郫都犀浦国宁西路1699号,高店路东段199号","['东南', '近地铁', '配套成熟', '随时可看']"
3室2厅1卫,"['91.11㎡', '南', '高层(共39层)', '2023年建造']",恒大天府半岛(七期),天府新区麓湖生态城天府大道南段2716号,"['南', '满二年', '近地铁', '次新房']"
3室2厅2卫,"['98.78㎡', '南北', '中层(共32层)', '2018年建造']",新港国际花园,高新区中和公济桥路117号,"['南北', '满五年', '近地铁', '绿化率高']"
3室1厅1卫,"['87.23㎡', '东南', '中层(共34层)', '2005年建造']",泰华公寓,锦江盐市口上东大街段118号,"['东南', '满五年', '近地铁']"
3室2厅2卫,"['95.5㎡', '南北', '高层(共27层)', '2015年建造']",朗基御今缘,高新区大源天府四街1999号,"['南北', '满五年', '近地铁', '车位充足']"
2室2厅1卫,"['84.85㎡', '东南', '高层(共18层)', '2020年建造']",黄金时代(高新),"高新区中和应龙北一路121号,吉龙一街188号","['东南', '满五年', '近地铁', '车位充足']"
3室2厅2卫,"['106㎡', '南', '低层(共8层)', '2018年建造']",荣盛香堤荣府,新都三河曲景路528号,"['南', '满二年', '采光较好']"
3室2厅2卫,"['80.88㎡', '南北', '高层(共7层)', '1998年建造']",营和街55号院,金牛抚琴小区营和街55号,"['南北', '满五年', '近地铁']"
2室2厅1卫,"['79.14㎡', '北', '低层(共33层)', '2014年建造']",天府滨河湾,天府新区华阳滨河路二段169号,"['北', '满五年', '近地铁', '绿化率高']"
2室2厅1卫,"['83.18㎡', '东南', '高层(共23层)', '2012年建造']",中大君悦金沙5期君郎院,青羊金沙蜀辉路8号,"['东南', '近地铁']"
3室2厅2卫,"['95.6㎡', '西', '高层(共31层)', '2017年建造']",保利爱尚里,新都大丰诚信路456号,"['西', '满二年', '车位充足']"
4室2厅2卫,"['129.03㎡', '南', '低层(共26层)', '2010年建造']",金河谷(一期),温江光华大道七星街191号,"['南', '满二年', '近地铁', '绿化率高']"
3室2厅1卫,"['100.32㎡', '南北', '高层(共15层)', '2014年建造']",蓉城胜景,双流东升镇长顺路三段128号,"['南北', '满五年', '近地铁', '绿化率高']"
3室2厅3卫,"['173.52㎡', '西南', '高层(共33层)', '2012年建造']",万科金域西岭,"金牛国宾迎宾大道199号,金耀路158号","['西南', '满五年', '近地铁', '采光较好']"
2室1厅1卫,"['89.98㎡', '南', '低层(共26层)', '2008年建造']",青房尚瑞天韵,金牛国宾蜀西环街59号,"['南', '满五年', '近地铁', '采光较好']"
3室2厅1卫,"['96㎡', '南北', '低层(共18层)', '2015年建造']",保利城(一期),新都大丰甫家一路东段689号,"['南北', '满五年', '近地铁', '车位充足']"
3室2厅1卫,"['98.39㎡', '东南', '高层(共7层)', '1999年建造']",玉双苑(成华),成华猛追湾一环路东三段58号,"['东南', '满五年', '近地铁']"
3室2厅1卫,"['83㎡', '西北', '中层(共39层)', '2016年建造']",汇融广场B区,新都大丰金源街18号,"['西北', '满五年', '近地铁', '车位充足']"
3室2厅1卫,"['99㎡', '南北', '高层(共27层)', '2011年建造']",华润凤凰城(一期),"高新区大源德赛二街166号,天府二街766号","['南北', '满五年', '近地铁']"
3室2厅2卫,"['126.9㎡', '南', '高层(共26层)', '2015年建造']",和信孔雀城,温江温江城区南江路666号,"['南', '满二年', '近地铁', '车位充足']"
3室2厅1卫,"['93.8㎡', '南北', '低层(共32层)', '2014年建造']",金海岸星月湾,金堂金堂城区康宁街396号,"['南北', '多人关注']"
4室2厅3卫,"['165㎡', '南', '中层(共16层)', '2020年建造']",人居柏云庭,郫都郫筒顺河路966号,"['南', '唯一住房', '近地铁', '绿化率高']"
3室2厅1卫,"['90.74㎡', '东', '高层(共26层)', '2012年建造']",常青藤二期,新都大丰华美东街68号,"['东', '满五年', '近地铁']"
3室1厅1卫,"['79.44㎡', '东北', '高层(共23层)', '2012年建造']",时代锦翠,"新都大丰石犀路299号,新水碾路286号","['东北', '满五年', '近地铁', '车位充足']"
3室2厅2卫,"['109.82㎡', '南', '中层(共32层)', '2015年建造']",富力桃园(二期),新都三河兴城大道755号,"['南', '热门小区', '满五', '房东急售']"
3室2厅1卫,"['81.27㎡', '南', '中层(共33层)', '2017年建造']",佳年华新生活(A区),温江光华大道江安路519号,"['南', '满二年', '近地铁', '绿化率高']"
2室2厅1卫,"['85.28㎡', '东', '高层(共33层)', '2010年建造']",中铁西子香荷,青羊内光华琼楼路99号,"['东', '唯一住房', '近地铁']"
3室2厅1卫,"['89㎡', '南', '高层(共32层)', '2014年建造']",绿地国际花都三期,郫都郫筒创智南一路39号,"['南', '房东直卖', '满五年', '近地铁']"
1室1厅1卫,"['47.4㎡', '南', '高层(共11层)', '2012年建造']",幸福里(青羊),青羊外光华福庆路83号,"['南', '房东直卖', '有电梯', '近地铁']"
3室2厅2卫,"['124㎡', '西', '低层(共34层)', '2013年建造']",南湖国际社区(南区),天府新区南湖南湖西路175号,"['西', '房东直卖', '满二年', '近地铁']"
3室2厅2卫,"['92.8㎡', '南', '低层(共14层)', '2018年建造']",曼哈顿,武侯桐梓林人民南路四段49号,"['南', '满五年', '近地铁', '多人关注']"
3室2厅1卫,"['104.82㎡', '西', '低层(共32层)', '2013年建造']",恒大名都,天府新区海洋公园麓山大道一段609号,"['西', '满五年', '近地铁', '车位充足']"
3室1厅1卫,"['84㎡', '南北', '高层(共18层)', '2008年建造']",千居朝阳,成华万年场双庆路26号,"['南北', '有电梯', '近地铁']"
1室2厅2卫,"['76.65㎡', '南北', '中层(共40层)', '2022年建造']",复地金融岛(商住楼),"高新区金融城环岛路1200号,环岛路1288号","['南北', '满二年', '近地铁']"
3室2厅2卫,"['135.94㎡', '南北', '低层(共32层)', '2013年建造']",新鸿基悦城,"天府新区海洋公园海昌路133号,海昌路99号","['南北', '满五年', '近地铁', '车位充足']"
2室2厅1卫,"['91.72㎡', '南北', '低层(共28层)', '2018年建造']",中德英伦世邦(F区),高新区南延线梓州大道5900号,"['南北', '满五年', '近地铁']"
2室1厅1卫,"['80.17㎡', '西南', '低层(共32层)', '2014年建造']",沙河锦庭(一期),成华杉板桥杉板桥南三路52号,"['西南', '满五年', '近地铁']"
3室2厅2卫,"['105.71㎡', '西北', '低层(共50层)', '2016年建造']",万科海悦汇城(西区),天府新区海洋公园海昌路169号,"['西北', '满五年', '近地铁', '车位充足']"
3室2厅1卫,"['95.04㎡', '西北', '高层(共29层)', '2017年建造']",为民新居,"金牛营门口光荣巷28号,光荣巷23号","['西北', '满五年', '近地铁', '车位充足']"
4室2厅2卫,"['153.6㎡', '南', '中层(共25层)', '2010年建造']",东骏湖景湾,新都新都新城区马超东路555号,"['南', '满五年', '近地铁', '绿化率高']"
4室2厅2卫,"['116.4㎡', '南北', '共5层', '1995年建造']",花园颐院,新都石油大学东环路355号,"['经纪人力荐', '南北', '近地铁']"
3室2厅2卫,"['99.57㎡', '西南', '中层(共30层)', '2013年建造']",华邑阳光里,郫都犀浦校园路东段188号,"['西南', '满五年', '近地铁', '户型方正']"
3室2厅1卫,"['61.96㎡', '西南', '中层(共23层)', '2011年建造']",神仙树馨苑,"高新区新北新乐路410号,新乐中街277号","['西南', '满五年', '近地铁']"
4室2厅2卫,"['132.9㎡', '东南', '高层(共33层)', '2008年建造']",顶峰水岸汇景一期,"金牛营门口花照壁下横街48号,茶店子路1号","['东南', '房东直卖', '满二年', '近地铁']"
3室2厅1卫,"['88.81㎡', '东', '高层(共22层)', '2015年建造']",美洲花园棕榈湾,"高新区新北火车南站西路1318号,南三环路五段188号","['东', '满五年', '近地铁']"
4室2厅2卫,"['111.93㎡', '南', '低层(共26层)', '2019年建造']",万科理想城三期星河,郫都犀浦学园路285号,"['南', 'VIP房东直卖', '满二年', '近地铁']"
3室2厅1卫,"['101㎡', '南', '中层(共7层)', '2001年建造']",营福苑,金牛抚琴小区营福巷135号,"['南', '满五年', '近地铁', '户型方正']"
3室2厅2卫,"['118.85㎡', '南', '中层(共33层)', '2020年建造']",中海右岸(一期),双流华府剑南大道南段2688号,"['南', '满五年', '近地铁', '车位充足']"
3室2厅1卫,"['87.58㎡', '南北', '中层(共9层)', '2010年建造']",双楠忆景,武侯外双楠太平园东三街16号,"['南北', '满五年', '近地铁']"
2室2厅1卫,"['89㎡', '东南', '中层(共25层)', '2009年建造']",听城,青羊金沙蜀源路8号,"['东南', '满五年', '近地铁']"
3室2厅2卫,"['78.65㎡', '南', '中层(共33层)', '2019年建造']",同森锦熙一二期,"郫都红光土地巷269号,蒋桥路388号","['南', '满二年', '近地铁']"
2室2厅1卫,"['86.66㎡', '南北', '高层(共29层)', '2016年建造']",新都国际广场二期,新都石油大学马超东路380号,"['南北', '满五年', '近地铁']"
3室2厅2卫,"['111.91㎡', '东', '中层(共32层)', '2019年建造']",中南海棠集,金牛天回镇天泽路383号,"['东', '满二年', '近地铁', '车位充足']"
3室2厅2卫,"['107.3㎡', '南北', '中层(共33层)', '2016年建造']",远大中央公园,天府新区南湖南湖大道333号,"['南北', '唯一住房', '近地铁', '绿化率高']"
2室2厅1卫,"['75.68㎡', '南', '高层(共34层)', '2016年建造']",北欧知识城中欧住宅(二期),新都斑竹园锦绣路126号,"['南', '热门小区', '满五', '价格优惠']"
3室2厅2卫,"['118.36㎡', '南北', '高层(共32层)', '2012年建造']",保利心语上府,高新区大源富华南路1606号,"['南北', '有电梯', '近地铁']"
3室2厅2卫,"['96.3㎡', '东', '低层(共26层)', '2023年建造']",珑山樾,"新都新繁紫金路68号,梁悦巷69号","['东', '车位充足']"
4室2厅2卫,"['87.19㎡', '东北', '高层(共34层)', '2013年建造']",四海逸家蓝钻,锦江三圣乡牡丹街692号,"['东北', '热门小区', '近地铁', '优势户型']"
3室2厅2卫,"['134.91㎡', '南', '低层(共20层)', '2009年建造']",春天大道,温江光华大道光华大道三段118号,"['南', '满五年', '近地铁', '绿化率高']"
2室2厅1卫,"['94.81㎡', '南', '低层(共48层)', '2015年建造']",龙湖世纪峰景,高新区世纪城世纪城路418号,"['南', '满五年', '近地铁']"
4室2厅2卫,"['132.06㎡', '南', '低层(共34层)', '2020年建造']",中南上熙府熙悦,温江温江城区花明路129号,"['南', '满二年', '近地铁', '车位充足']"
3室2厅1卫,"['90.02㎡', '南', '中层(共18层)', '2009年建造']",大邦第一城,青白江青白江城区青江中路288号,"['南', '满五年']"
2室2厅1卫,"['89.49㎡', '南', '中层(共18层)', '2012年建造']",南城都汇汇智园,高新区理想中心雍翠路83号,"['南', '满五年', '近地铁', '绿化率高']"
3室2厅1卫,"['86.6㎡', '东南', '低层(共30层)', '2015年建造']",果壳里的城,"龙泉驿政务中心大连北路78号,北泉路1188号","['东南', '近地铁', '新上小区', '价格优惠']"
2室2厅1卫,"['86.17㎡', '南', '高层(共32层)', '2009年建造']",华润二十四城1期,成华万年场双成二路39号,"['南', '满五年', '近地铁']"
3室2厅1卫,"['94.78㎡', '南', '中层(共34层)', '2011年建造']",龙湖三千城(A区),成华SM广场建业路219号,"['南', '满五年', '近地铁']"
4室2厅2卫,"['94.05㎡', '南', '中层(共25层)', '2012年建造']",龙光君悦华庭二期,"郫都郫筒一环路东南段202号,和平南二街126号","['南', '满五年', '近地铁', '户型方正']"
3室2厅1卫,"['75.06㎡', '西北', '中层(共25层)', '2016年建造']",万科理想城(一期),郫都犀浦兴业北街8号,"['西北', '近地铁', '车位充足']"
4室2厅2卫,"['141㎡', '东南', '高层(共31层)', '2020年建造']",中海云麓世家,双流华府和顺路二段55号,"['经纪人力荐', '东南', '满二年', '近地铁']"
4室2厅2卫,"['131.19㎡', '南', '高层(共32层)', '2019年建造']",中南上熙府珑悦,温江温江城区五洞桥850号,"['南', '满二年', '近地铁', '车位充足']"
3室2厅2卫,"['104.73㎡', '西南', '中层(共28层)', '2018年建造']",合能珍宝琥珀三期,温江光华大道清泉南街399号,"['西南', '满二年', '近地铁', '车位充足']"
2室2厅2卫,"['75.17㎡', '南北', '高层(共23层)', '2012年建造']",炜岸城,龙泉驿大面驿都西路3666号,"['南北', '优势户型', '价格优惠', '随时可看']"
3室2厅1卫,"['88㎡', '南北', '高层(共17层)', '2016年建造']",东城映象A区,成华圣灯路圣灯东二路32号,"['南北', '满五年', '近地铁']"
3室2厅2卫,"['129.55㎡', '南北', '中层(共6层)', '2000年建造']",万科城市花园,"锦江川师静安路1号,花园街31号","['南北', '热门小区', '近地铁', '房东急售']"
2室2厅1卫,"['80.66㎡', '东', '中层(共30层)', '2016年建造']",华侨城原岸,"金牛欢乐谷北三环路一段393号,金丰路191号","['东', '满二年', '近地铁']"
3室2厅1卫,"['88.23㎡', '南北', '低层(共33层)', '2018年建造']",量力健康城都荟,"金牛欢乐谷金丰路106号,川建南一路255号","['南北', '唯一住房', '近地铁', '车位充足']"
4室2厅3卫,"['147.43㎡', '南', '共5层', '2022年建造']",金辉新城半岛云著二期A区,新都龙桥龙容路138号,"['南', '满二年', '次新房']"
3室1厅1卫,"['85.43㎡', '南北', '高层(共34层)', '2020年建造']",中国水电云立方,龙泉驿大面龙城大道816号,"['南北', '满五年', '车位充足']"
4室2厅2卫,"['130.67㎡', '西北', '中层(共31层)', '2019年建造']",保利熙悦,郫都郫筒东大街411号,"['西北', '满二年', '近地铁', '绿化率高']"
2室1厅1卫,"['81.06㎡', '南北', '中层(共31层)', '2015年建造']",现代城,"金牛沙湾沙湾路258号,金沙路169号","['南北', '有电梯', '近地铁', '车位充足']"
3室2厅1卫,"['87.29㎡', '南', '高层(共32层)', '2021年建造']",华润熙云府,成华万年场双福一路66号,"['南', '满二年', '近地铁', '绿化率高']"
3室2厅1卫,"['73.72㎡', '南北', '低层(共26层)', '2011年建造']",双华麓港,天府新区海洋公园天府大道南段2036号,"['南北', '热门小区', '近地铁', '房东急售']"
2室1厅1卫,"['80.18㎡', '东南', '中层(共18层)', '2007年建造']",绿野天城,锦江静居寺净居寺路22号,"['东南', '满五年', '近地铁']"
4室2厅3卫,"['189.79㎡', '南北', '低层(共11层)', '2019年建造']",中海锦江1号,天府新区锦江生态带祥鹤三街758号,"['南北', 'VIP房东直卖', '满二年', '近地铁']"
3室2厅1卫,"['75.71㎡', '东南', '中层(共34层)', '2018年建造']",首创娇子1号,锦江三圣乡棣棠路870号,"['东南', '近地铁', '车位充足']"
3室2厅2卫,"['92㎡', '南北', '低层(共32层)', '2020年建造']",滨江两岸,"郫都犀浦犀安路666号,沱江河南街66号","['南北', '满二年', '近地铁', '车位充足']"
2室2厅1卫,"['83.8㎡', '南', '中层(共24层)', '2012年建造']",景茂城果,天府新区华阳华府大道一段2号,"['南', '近地铁']"
